dispatch_id,loading_id,date,year,month,omc_id,customer_name,product,depot,volume_liters,distance_km,truck_reg_number,driver_id,transport_tariff_kes,storage_tariff_kes,value_kes,dispatched_by
DISP-02739,LOAD-002739,2025-06-27,2025,6,OMC-016,KPA Marine,JETA1,Eldoret,22958,700,KA54F,DRV-22990,88870,22958,111828,CLERK-ELD-01
DISP-00801,LOAD-000801,24/09/2025,2025,9,OMC-014,Texol Energies,JETA1,Mombasa (KOSF),31719,10,KA87F,DRV-67477,1754,31719,33473,CLERK-MOM-KOS-03
DISP-09993,LOAD-009993,2025-08-13,2025,8,OMC-014,Texol Energies,HFO,Mombasa (Kipevu),42165,5,KA99G,DRV-13873,1166,42165,43331,CLERK-MOM-KIP-02
DISP-08678,LOAD-008678,2025-01-01,2025,1,OMC-015,Mombasa Petroleum,LUB,Nairobi,48114,450,KA19F,DRV-63646,119732,48114,167846,CLERK-NAI-03
DISP-08408,LOAD-008408,2025-12-07,2025,12,OMC-007,Kobil,DPK,Kisumu,43041,650,KA37H,DRV-44680,154711,43041,197752,CLERK-KIS-01
DISP-04231,LOAD-004231,2026-06-16,2026,6,OMC-019,Tanzania Petroleum,HFO,Eldoret,45156,700,KA82J,DRV-99138,183649,47414,231063,CLERK-ELD-03
DISP-09927,LOAD-009927,27/04/2026,2026,4,OMC-009,Dalbit Petroleum,JETA1,Mombasa (Kipevu),58796,5,KA98F,DRV-85427,1708,61736,63444,CLERK-MOM-KIP-01
DISP-00486,LOAD-000486,2026-02-22,2026,2,OMC-004,Gulf Energy,DPK,Mombasa (Kipevu),49134,5,KD17B,DRV-8517,1427,51591,53018,CLERK-MOM-KIP-02
DISP-01210,LOAD-001210,2026-05-18,2026,5,OMC-013,Lake Oil,PMS,Mombasa (Kipevu),26427,5,KB30H,DRV-53003,768,27748,28516,CLERK-MOM-KIP-01
DISP-07707,LOAD-007707,07/03/2026,2026,3,OMC-014,Texol Energies,JETA1,Eldoret,22519,700,KB46F,DRV-25540,91585,23645,115230,CLERK-ELD-03
DISP-09193,LOAD-009193,2025-11-04,2025,11,OMC-011,Hass Petroleum,LPG,Kisumu,23755,650,KB71G,DRV-21047,85387,23755,109142,CLERK-KIS-01
DISP-03268,LOAD-003268,2025-05-18,2025,5,OMC-013,Lake Oil,LUB,Nairobi,40460,450,KB41H,DRV-22572,100685,40460,141145,CLERK-NAI-03
DISP-01601,LOAD-001601,2025-01-12,2025,1,OMC-010,Tamoil,LUB,Mombasa (KOSF),59739,10,KB83H,DRV-76273,3304,59739,63043,CLERK-MOM-KOS-02
DISP-04659,LOAD-004659,2025-01-25,2025,1,OMC-019,Tanzania Petroleum,HFO,Nairobi,26996,450,KB72G,DRV-64758,67180,26996,94176,CLERK-NAI-02
DISP-06755,LOAD-006755,2025-12-11,2025,12,OMC-013,Lake Oil,LUB,Mombasa (Kipevu),52971,5,KB56H,DRV-13095,1465,52971,54436,CLERK-MOM-KIP-02
DISP-08820,LOAD-008820,2026-02-03,2026,2,OMC-004,Gulf Energy,HFO,Eldoret,55023,700,KD17B,DRV-8517,223779,57774," KES 281,553 ",CLERK-ELD-01
DISP-00699,LOAD-000699,2025-12-14,2025,12,OMC-019,Tanzania Petroleum,PMS,Kisumu,35061,650,KA45H,DRV-61633,126027,35061,161088,CLERK-KIS-03
DISP-09401,LOAD-009401,2025-10-13,2025,10,OMC-015,Mombasa Petroleum,PMS,Kisumu,40992,650,KB43G,DRV-51317,147346,40992,188338,CLERK-KIS-03
DISP-01291,LOAD-001291,2026-02-11,2026,2,OMC-006,Hashi Energy,AGO,Nairobi,27399,450,KA30H,DRV-64278,71635,28769,100404,CLERK-NAI-01
DISP-01246,LOAD-001246,19/06/2026,2026,6,OMC-007,Kobil,LUB,Kisumu,47648,650,KA10H,DRV-57656,179943,50030,229973,CLERK-KIS-01
DISP-02647,LOAD-002647,2026-03-03,2026,3,OMC-016,KPA Marine,JETA1,Nairobi,53794,450,KB46F,DRV-50762,140644,56484,197128,CLERK-NAI-01
DISP-02846,LOAD-002846,2026-01-29,2026,1,OMC-007,Kobil,LUB,Nairobi,35274,450,KA94F,DRV-18603,92224,37038,129262,CLERK-NAI-01
DISP-03162,LOAD-003162,2025-07-15,2025,7,OMC-002,Vivo Energy,DPK,Mombasa (KOSF),39850,10,KA52G,DRV-87176,2204,39850,42054,CLERK-MOM-KOS-01
DISP-06609,LOAD-006609,2026-06-26,2026,6,OMC-014,Texol Energies,LUB,Kisumu,37825,650,KA82H,DRV-52241,142846,39716,182562,CLERK-KIS-01
DISP-09033,LOAD-009033,2026-05-07,2026,5,OMC-015,Mombasa Petroleum,JETA1,Nairobi,59092,450,KB43G,DRV-97590,154496,62047,216543,CLERK-NAI-01
DISP-08006,LOAD-008006,2026-02-15,2026,2,OMC-012,Galana Energies,AGO,Nairobi,43308,450,KD18B,DRV-7482,113229,45473,158702,CLERK-NAI-01
DISP-05058,LOAD-005058,2025-03-06,2025,3,OMC-002,Vivo Energy,AGO,Mombasa (KOSF),58146,10,KA63F,DRV-62350,3215,58146,61361,CLERK-MOM-KOS-01
DISP-09730,LOAD-009730,2026-06-17,2026,6,OMC-003,Rubis Energy,JETA1,Kisumu,36562,650,KB25G,DRV-40248,138076,38390,176466,CLERK-KIS-03
DISP-03831,LOAD-003831,2025-09-18,2025,9,OMC-017,KAA Aviation,DPK,Eldoret,55269,700,KA38J,DRV-11246,213946,55269,269215,CLERK-ELD-01
DISP-00131,LOAD-000131,11/09/2025,2025,9,OMC-007,Kobil,LPG,Nairobi,23124,450,KA77J,DRV-79228,57544,23124,80668,CLERK-NAI-01
DISP-05394,LOAD-005394,2025-03-26,2025,3,OMC-007,Kobil,DPK,Mombasa (KOSF),52325,10,KB81J,DRV-10802,2894,52325,55219,CLERK-MOM-KOS-01
DISP-00095,LOAD-000095,24/04/2025,2025,4,OMC-014,Texol Energies,AGO,Kisumu,45558,650,KA48F,DRV-16258,163758,45558,209316,CLERK-KIS-03
DISP-09716,LOAD-009716,2025-12-30,2025,12,OMC-019,Tanzania Petroleum,DPK,Mombasa (KOSF),33789,10,KB94H,DRV-21581,1869,33789,35658,CLERK-MOM-KOS-02
DISP-01512,LOAD-001512,2025-12-04,2025,12,OMC-010,Tamoil,HFO,Mombasa (KOSF),48735,10,KA25F,DRV-92656,2695,48735,51430,CLERK-MOM-KOS-02
DISP-09143,LOAD-009143,2026-04-08,2026,4,OMC-004,Gulf Energy,AGO,Kisumu,20099,650,KD18B,DRV-3340,75904,21104,97008,CLERK-KIS-03
DISP-06814,LOAD-006814,2026-02-25,2026,2,OMC-015,Mombasa Petroleum,PMS,Kisumu,36290,650,KB40G,DRV-89404,137049,38104,175153,CLERK-KIS-03
DISP-09780,LOAD-009780,2025-09-06,2025,9,OMC-017,KAA Aviation,HFO,Nairobi,42980,450,KB11H,DRV-35188,106956,42980,149936,CLERK-NAI-03
DISP-09056,LOAD-009056,15/08/2025,2025,8,OMC-001,TotalEnergies Kenya,HFO,Nairobi,31072,450,KB58F,DRV-47727,77323,31072,108395,CLERK-NAI-01
DISP-04383,LOAD-004383,2025-05-18,2025,5,OMC-011,Hass Petroleum,HFO,Nairobi,36368,450,KB24F,DRV-62750,90502,36368,126870,CLERK-NAI-02
DISP-07281,LOAD-007281,2026-03-31,2026,3,OMC-017,KAA Aviation,DPK,Kisumu,44615,650,KA37G,DRV-39549,168489,46846,215335,CLERK-KIS-03
DISP-08940,LOAD-008940,2026-02-05,2026,2,OMC-012,Galana Energies,LPG,Kisumu,70788,650,KD18B,DRV-3340,254447,70788,325235,CLERK-KIS-02
DISP-04377,LOAD-004377,2026-04-07,2026,4,OMC-002,Vivo Energy,PMS,Kisumu,58267,650,KB83G,DRV-89878,220045,61180,281225,CLERK-KIS-02
DISP-07866,LOAD-007866,2025-07-25,2025,7,OMC-014,Texol Energies,JETA1,Mombasa (KOSF),23571,10,KA11F,DRV-22123,1303,23571,24874,CLERK-MOM-KOS-02
DISP-09580,LOAD-009580,2026-02-03,2026,2,OMC-012,Galana Energies,DPK,Mombasa (Kipevu),33638,5,KC50D,DRV-5339,977,35320,36297,CLERK-MOM-KIP-03
DISP-03965,LOAD-003965,2025-03-15,2025,3,OMC-013,Lake Oil,PMS,Nairobi,35847,450,KB97H,DRV-62979,89205,35847,125052,CLERK-NAI-03
DISP-03147,LOAD-003147,2025-08-05,2025,8,OMC-009,Dalbit Petroleum,DPK,Mombasa (Kipevu),27431,5,KB10H,DRV-74697,758,27431,28189,CLERK-MOM-KIP-03
DISP-07975,LOAD-007975,2025-07-27,2025,7,OMC-007,Kobil,DPK,Mombasa (Kipevu),48654,5,KA63G,DRV-63867,1345,48654,49999,CLERK-MOM-KIP-01
DISP-02120,LOAD-002120,2026-03-20,2026,3,OMC-017,KAA Aviation,PMS,Nairobi,44413,450,KA71F,DRV-80289,116118,46634,162752,CLERK-NAI-03
DISP-03262,LOAD-003262,2025-11-30,2025,11,OMC-020,Ethiopian Oil,PMS,Nairobi,39938,450,KA84H,DRV-48927,99386,39938,139324,CLERK-NAI-03
DISP-01555,LOAD-001555,2025-08-04,2025,8,OMC-015,Mombasa Petroleum,JETA1,Eldoret,22323,700,KA55F,DRV-51996,86412,22323,108735,CLERK-ELD-01
DISP-09963,LOAD-009963,27/02/2026,2026,2,OMC-005,PetroOil Kenya,PMS,Mombasa (Kipevu),55206,5,KD17B,DRV-5339,1604,57966,59570,CLERK-MOM-KIP-03
DISP-03595,LOAD-003595,2025-10-02,2025,10,OMC-006,Hashi Energy,AGO,Nairobi,40328,450,KA89G,DRV-91985,100356,40328,140684,CLERK-NAI-02
DISP-09345,LOAD-009345,2026-04-05,2026,4,OMC-016,KPA Marine,PMS,Eldoret,27021,700,KA64H,DRV-50712,109894,28372,138266,CLERK-ELD-01
DISP-01989,LOAD-001989,2025-10-31,2025,10,OMC-013,Lake Oil,LPG,Mombasa (KOSF),57472,10,KB81H,DRV-42549,3178,57472,60650,CLERK-MOM-KOS-02
DISP-00447,LOAD-000447,2025-11-23,2025,11,OMC-014,Texol Energies,LPG,Mombasa (Kipevu),30258,5,KA62H,DRV-47623,837,30258,31095,CLERK-MOM-KIP-02
DISP-00791,LOAD-000791,2026-03-07,2026,3,OMC-019,Tanzania Petroleum,HFO,Mombasa (KOSF),33718,10,KB79J,DRV-72338,1959,35404,37363,CLERK-MOM-KOS-03
DISP-09779,LOAD-009779,2025-12-10,2025,12,OMC-006,Hashi Energy,PMS,Mombasa (KOSF),29819,10,KA95J,DRV-29098,1649,29819,31468,CLERK-MOM-KOS-03
DISP-06942,LOAD-006942,2026-01-30,2026,1,OMC-006,Hashi Energy,LPG,Nairobi,28019,450,KA55F,DRV-53656,73256,29420,102676,CLERK-NAI-03
DISP-09896,LOAD-009896,2025-09-16,2025,9,OMC-017,KAA Aviation,AGO,Nairobi,55058,450,KA51G,DRV-66533,137012,55058,192070,CLERK-NAI-02
DISP-02596,LOAD-002596,2025-04-01,2025,4,OMC-013,Lake Oil,AGO,Mombasa (KOSF),50837,10,KA94J,DRV-97841,2811,50837,53648,CLERK-MOM-KOS-01
DISP-00836,LOAD-000836,2025-05-09,2025,5,OMC-007,Kobil,PMS,Mombasa (KOSF),48691,10,KA28G,DRV-96403,2693,48691,51384,CLERK-MOM-KOS-02
DISP-00719,LOAD-000719,2025-02-09,2025,2,OMC-013,Lake Oil,DPK,Eldoret,20494,700,KB56H,DRV-96406,79332,20494,99826,CLERK-ELD-01
DISP-00579,LOAD-000579,2025-10-26,2025,10,OMC-016,KPA Marine,LUB,Mombasa (Kipevu),46667,5,KA52G,DRV-37605,1290,46668,47958,CLERK-MOM-KIP-03
DISP-05825,LOAD-005825,05/03/2026,2026,3,OMC-009,Dalbit Petroleum,AGO,Eldoret,29676,700,KB30G,DRV-15176,120694,31160,151854,CLERK-ELD-03
DISP-03239,LOAD-003239,2025-07-29,2025,7,OMC-015,Mombasa Petroleum,HFO,Mombasa (KOSF),30532,10,KB38F,DRV-50924,1688,30532,32220,CLERK-MOM-KOS-03
DISP-08957,LOAD-008957,2026-04-02,2026,4,OMC-012,Galana Energies,DPK,Mombasa (KOSF),53199,10,KD17B,DRV-8517,3091,55859,58950,CLERK-MOM-KOS-03
DISP-08037,LOAD-008037,2025-12-23,2025,12,OMC-014,Texol Energies,LUB,Mombasa (Kipevu),30527,5,KB79F,DRV-37565,844,30527,31371,CLERK-MOM-KIP-03
DISP-00987,LOAD-000987,2025-06-03,2025,6,OMC-001,TotalEnergies Kenya,AGO,Mombasa (KOSF),20083,10,KB73F,DRV-94930,1111,20083,21194,CLERK-MOM-KOS-03
DISP-07837,LOAD-007837,2025-09-22,2025,9,OMC-016,KPA Marine,AGO,Eldoret,41997,700,KA52J,DRV-68261,162570,41997,204567,CLERK-ELD-02
DISP-09496,LOAD-009496,2025-09-03,2025,9,OMC-009,Dalbit Petroleum,PMS,Mombasa (KOSF),48949,10,KB72H,DRV-81675,2707,48949,51656,CLERK-MOM-KOS-02
DISP-04084,LOAD-004084,2025-08-03,2025,8,OMC-001,TotalEnergies Kenya,LUB,Mombasa (KOSF),59753,10,KB61F,DRV-17330,3304,59753," KES 63,057 ",CLERK-MOM-KOS-03
DISP-06865,LOAD-006865,2026-04-25,2026,4,OMC-005,PetroOil Kenya,LUB,Nairobi,41824,450,KC50D,DRV-8517,109349,43915,153264,CLERK-NAI-01
DISP-09558,LOAD-009558,2026-02-07,2026,2,OMC-005,PetroOil Kenya,AGO,Eldoret,50695,700,KD17B,DRV-3340,206177,53230,259407,CLERK-ELD-02
DISP-03891,LOAD-003891,2025-11-15,2025,11,OMC-014,Texol Energies,AGO,Eldoret,48364,700,KA91H,DRV-86731,187217,48364,235581,CLERK-ELD-02
DISP-04733,LOAD-004733,2025-11-01,2025,11,OMC-018,Uganda National Oil,PMS,Eldoret,40829,700,KB86J,DRV-39439,158049,40829,198878,CLERK-ELD-02
DISP-04064,LOAD-004064,2025-08-05,2025,8,OMC-003,Rubis Energy,HFO,Mombasa (KOSF),24702,10,KA97F,DRV-16141,1366,24702,26068,CLERK-MOM-KOS-03
DISP-06090,LOAD-006090,2026-06-28,2026,6,OMC-014,Texol Energies,HFO,Mombasa (KOSF),55811,10,KB70F,DRV-41371,3243,58602,61845,CLERK-MOM-KOS-01
DISP-02109,LOAD-002109,2025-12-25,2025,12,OMC-010,Tamoil,HFO,Nairobi,30198,450,KA44J,DRV-67059,75148,30198,105346,CLERK-NAI-03
DISP-05117,LOAD-005117,2025-04-13,2025,4,OMC-014,Texol Energies,DPK,Kisumu,29320,650,KA28J,DRV-87281,105391,29320,134711,CLERK-KIS-02
DISP-09825,LOAD-009825,2026-06-30,2026,6,OMC-008,National Oil,HFO,Eldoret,37258,700,KB17F,DRV-48172,151528,39121,190649,CLERK-ELD-03
DISP-01701,LOAD-001701,2026-04-30,2026,4,OMC-015,Mombasa Petroleum,AGO,Kisumu,50858,650,KB10H,DRV-41942,192065,53401,245466,CLERK-KIS-03
DISP-03531,LOAD-003531,18/04/2026,2026,4,OMC-016,KPA Marine,LPG,Kisumu,26109,650,KA38J,DRV-35694,98601,27414,126015,CLERK-KIS-03
DISP-04206,LOAD-004206,2025-08-07,2025,8,OMC-019,Tanzania Petroleum,HFO,Eldoret,23298,700,KA15F,DRV-34673,90187,23298," KES 113,485 ",CLERK-ELD-03
DISP-04252,LOAD-004252,2026-04-30,2026,4,OMC-005,PetroOil Kenya,PMS,Nairobi,20560,450,KD18B,DRV-3340,53754,21588,75342,CLERK-NAI-02
DISP-00195,LOAD-000195,2025-11-12,2025,11,OMC-015,Mombasa Petroleum,LUB,Nairobi,53055,450,KB25F,DRV-30658,132027,53055,185082,CLERK-NAI-01
DISP-03946,LOAD-003946,03/05/2025,2025,5,OMC-008,National Oil,HFO,Kisumu,27848,650,KA92G,DRV-71976,100100,27848,127948,CLERK-KIS-02
DISP-07643,LOAD-007643,2026-04-01,2026,4,OMC-016,KPA Marine,LUB,Nairobi,44133,450,KB10J,DRV-46869,115386,46340,161726,CLERK-NAI-01
DISP-04116,LOAD-004116,2025-05-29,2025,5,OMC-009,Dalbit Petroleum,LPG,Eldoret,50935,700,KA45F,DRV-70758,197169,50935,248104,CLERK-ELD-03
DISP-07985,LOAD-007985,2026-04-13,2026,4,OMC-004,Gulf Energy,LPG,Eldoret,43140,700,KD37D,DRV-3340,175450,45297,220747,CLERK-ELD-02
DISP-07090,LOAD-007090,2026-02-24,2026,2,OMC-014,Texol Energies,PMS,Nairobi,26183,450,KA39G,DRV-96559,68455,27492,95947,CLERK-NAI-02
DISP-06374,LOAD-006374,2025-05-12,2025,5,OMC-013,Lake Oil,HFO,Nairobi,22115,450,KA48G,DRV-76191,55033,22115,77148,CLERK-NAI-03
DISP-03460,LOAD-003460,2026-01-30,2026,1,OMC-010,Tamoil,PMS,Mombasa (KOSF),33050,10,KB53F,DRV-40946,1920,34703,36623,CLERK-MOM-KOS-03
DISP-07567,LOAD-007567,2025-03-28,2025,3,OMC-003,Rubis Energy,LPG,Kisumu,20382,650,KB36J,DRV-16907,73263,20382,93645,CLERK-KIS-01
DISP-08197,LOAD-008197,2025-11-17,2025,11,OMC-007,Kobil,DPK,Eldoret,41997,700,KA68G,DRV-24240,162570,41997,204567,CLERK-ELD-02
DISP-00557,LOAD-000557,2025-07-29,2025,7,OMC-006,Hashi Energy,AGO,Mombasa (Kipevu),29797,5,KA64J,DRV-50824,824,29797,30621,CLERK-MOM-KIP-02
DISP-05615,LOAD-005615,2026-02-24,2026,2,OMC-005,PetroOil Kenya,AGO,Kisumu,34376,650,KD37D,DRV-8517,129821,36095,165916,CLERK-KIS-02
DISP-08942,LOAD-008942,2025-01-28,2025,1,OMC-015,Mombasa Petroleum,AGO,Mombasa (Kipevu),21498,5,KB90G,DRV-91355,594,21498,22092,CLERK-MOM-KIP-01
DISP-01530,LOAD-001530,2026-02-26,2026,2,OMC-009,Dalbit Petroleum,DPK,Eldoret,39428,700,KB83J,DRV-45031,160354,41399,201753,CLERK-ELD-03
DISP-03033,LOAD-003033,25/04/2025,2025,4,OMC-016,KPA Marine,DPK,Nairobi,30448,450,KA16F,DRV-33036,75770,30448,106218,CLERK-NAI-02
DISP-09920,LOAD-009920,2025-02-20,2025,2,OMC-015,Mombasa Petroleum,PMS,Kisumu,27558,650,KA58J,DRV-31288,99057,27558,126615,CLERK-KIS-02
DISP-08276,LOAD-008276,2026-04-28,2026,4,OMC-012,Galana Energies,HFO,Eldoret,29809,700,KD37D,DRV-3340,121233,31299,152532,CLERK-ELD-03
DISP-02219,LOAD-002219,2025-12-22,2025,12,OMC-017,KAA Aviation,LPG,Mombasa (KOSF),29417,10,KA53J,DRV-59029,1627,29417,31044,CLERK-MOM-KOS-01
DISP-02041,LOAD-002041,2025-11-25,2025,11,OMC-002,Vivo Energy,DPK,Mombasa (Kipevu),28268,5,KA14F,DRV-25331,782,28268,29050,CLERK-MOM-KIP-02
DISP-07899,LOAD-007899,2025-10-31,2025,10,OMC-013,Lake Oil,LUB,Kisumu,52082,650,KA75G,DRV-45183,187209,52082,239291,CLERK-KIS-03
DISP-03084,LOAD-003084,2025-07-17,2025,7,OMC-020,Ethiopian Oil,LPG,Kisumu,54750,650,KA14J,DRV-23767,196801,54751,251552,CLERK-KIS-01
DISP-04701,LOAD-004701,2025-11-08,2025,11,OMC-010,Tamoil,HFO,Nairobi,32076,450,KB18F,DRV-70358,79821,32076,111897,CLERK-NAI-02
DISP-00381,LOAD-000381,2025-07-19,2025,7,OMC-008,National Oil,HFO,Mombasa (KOSF),46912,10,KB96G,DRV-51060,2594,46912," KES 49,506 ",CLERK-MOM-KOS-01
DISP-01626,LOAD-001626,2025-11-27,2025,11,OMC-011,Hass Petroleum,HFO,Nairobi,27463,450,KB57H,DRV-12733,68342,27463,95805,CLERK-NAI-01
DISP-02312,LOAD-002312,2026-01-05,2026,1,OMC-007,Kobil,DPK,Kisumu,39694,650,KB26H,DRV-33702,149904,41679,191583,CLERK-KIS-03
DISP-02635,LOAD-002635,2025-11-05,2025,11,OMC-011,Hass Petroleum,JETA1,Eldoret,44919,700,KA26J,DRV-13028,173881,44919," KES 218,800 ",CLERK-ELD-02
DISP-03139,LOAD-003139,2025-09-06,2025,9,OMC-008,National Oil,DPK,Nairobi,47924,450,KA14F,DRV-31036,119259,47924,167183,CLERK-NAI-03
DISP-06891,LOAD-006891,2025-08-14,2025,8,OMC-003,Rubis Energy,JETA1,Mombasa (KOSF),36388,10,KA62H,DRV-33951,2012,36388,38400,CLERK-MOM-KOS-03
DISP-04014,LOAD-004014,2025-06-10,2025,6,OMC-016,KPA Marine,LPG,Eldoret,58125,700,KA99H,DRV-66421,225002,58125,283127,CLERK-ELD-03
DISP-01671,LOAD-001671,2026-02-10,2026,2,OMC-005,PetroOil Kenya,AGO,Mombasa (Kipevu),31808,5,KC50D,DRV-3340,924,33398,34322,CLERK-MOM-KIP-03
DISP-07206,LOAD-007206,2025-06-18,2025,6,OMC-008,National Oil,LUB,Mombasa (KOSF),37866,10,KA74G,DRV-14768,2094,37866,39960,CLERK-MOM-KOS-01
DISP-04558,LOAD-004558,2025-02-04,2025,2,OMC-011,Hass Petroleum,PMS,Eldoret,31370,700,KA18G,DRV-14882,121433,31370,152803,CLERK-ELD-02
DISP-05993,LOAD-005993,2025-07-17,2025,7,OMC-018,Uganda National Oil,AGO,Mombasa (KOSF),47165,10,KA35F,DRV-50438,2608,47165,49773,CLERK-MOM-KOS-01
DISP-06189,LOAD-006189,2025-10-14,2025,10,OMC-014,Texol Energies,DPK,Kisumu,26124,650,KB16F,DRV-30359,93903,26124,120027,CLERK-KIS-02
DISP-06791,LOAD-006791,2025-04-14,2025,4,OMC-001,TotalEnergies Kenya,LUB,Mombasa (KOSF),20333,10,KA64G,DRV-40468,1124,20333,21457,CLERK-MOM-KOS-03
DISP-05631,LOAD-005631,2026-05-31,2026,5,OMC-001,TotalEnergies Kenya,LUB,Eldoret,22212,700,KB64G,DRV-55566,90336,23323,113659,CLERK-ELD-03
DISP-07610,LOAD-007610,2025-03-10,2025,3,OMC-019,Tanzania Petroleum,LPG,Mombasa (Kipevu),52654,5,KB25H,DRV-60185,1456,52654,54110,CLERK-MOM-KIP-03
DISP-09013,LOAD-009013,2025-10-07,2025,10,OMC-008,National Oil,DPK,Eldoret,43554,700,KB34G,DRV-64100,168598,43554,212152,CLERK-ELD-01
DISP-04801,LOAD-004801,2026-03-06,2026,3,OMC-002,Vivo Energy,HFO,Kisumu,35843,650,KB71F,DRV-46049,135361,37635," KES 172,996 ",CLERK-KIS-01
DISP-01781,LOAD-001781,2025-01-17,2025,1,OMC-020,Ethiopian Oil,HFO,Eldoret,34997,700,KA57J,DRV-54969,135473,34997,170470,CLERK-ELD-01
DISP-09490,LOAD-009490,2025-03-02,2025,3,OMC-006,Hashi Energy,LPG,Kisumu,43988,650,KB79J,DRV-92126,158115,43988,202103,CLERK-KIS-01
DISP-02439,LOAD-002439,2025-10-25,2025,10,OMC-018,Uganda National Oil,LPG,Kisumu,52217,650,KB85F,DRV-20786,187694,52217,239911,CLERK-KIS-03
DISP-02186,LOAD-002186,2026-06-16,2026,6,OMC-016,KPA Marine,HFO,Eldoret,46360,700,KB43H,DRV-15458,188546,48678,237224,CLERK-ELD-03
DISP-01662,LOAD-001662,2026-04-07,2026,4,OMC-016,KPA Marine,PMS,Mombasa (Kipevu),55543,5,KB14F,DRV-89717,1614,58320,59934,CLERK-MOM-KIP-03
DISP-06553,LOAD-006553,2025-09-25,2025,9,OMC-014,Texol Energies,PMS,Mombasa (KOSF),40293,10,KB40F,DRV-45548,2228,40293,42521,CLERK-MOM-KOS-01
DISP-00310,LOAD-000310,2025-05-05,2025,5,OMC-001,TotalEnergies Kenya,AGO,Kisumu,49413,650,KB66G,DRV-14392,177615,49413,227028,CLERK-KIS-02
DISP-06323,LOAD-006323,2026-03-05,2026,3,OMC-005,PetroOil Kenya,JETA1,Eldoret,26749,700,KD18B,DRV-5339,108788,28086,136874,CLERK-ELD-03
DISP-07566,LOAD-007566,2025-03-30,2025,3,OMC-002,Vivo Energy,AGO,Mombasa (Kipevu),30481,5,KB71J,DRV-17961,843,30481,31324,CLERK-MOM-KIP-02
DISP-02386,LOAD-002386,2025-11-07,2025,11,OMC-010,Tamoil,DPK,Eldoret,28879,700,KB60J,DRV-89634,111791,28879,140670,CLERK-ELD-02
DISP-00208,LOAD-000208,2026-04-03,2026,4,OMC-011,Hass Petroleum,DPK,Nairobi,51481,450,KB36G,DRV-18885,134597,54055,188652,CLERK-NAI-02
DISP-03716,LOAD-003716,2025-10-17,2025,10,OMC-017,KAA Aviation,JETA1,Mombasa (KOSF),30411,10,KA49F,DRV-50278,1682,30411,32093,CLERK-MOM-KOS-01
DISP-08927,LOAD-008927,2025-09-10,2025,9,OMC-011,Hass Petroleum,PMS,Mombasa (KOSF),28643,10,KB81G,DRV-44072,1584,28643,30227,CLERK-MOM-KOS-01
DISP-06849,LOAD-006849,2026-03-07,2026,3,OMC-005,PetroOil Kenya,JETA1,Mombasa (Kipevu),58708,5,KD37D,DRV-8517,1705,61643,63348,CLERK-MOM-KIP-02
DISP-00059,LOAD-000059,2025-10-30,2025,10,OMC-010,Tamoil,LUB,Mombasa (KOSF),56425,10,KB45F,DRV-84177,3120,56425,59545,CLERK-MOM-KOS-03
DISP-07757,LOAD-007757,,2025,10,OMC-007,Kobil,LPG,Nairobi,34051,450,KA80J,DRV-79989,84736,34051,118787,CLERK-NAI-03
DISP-09916,LOAD-009916,2026-06-26,2026,6,OMC-001,TotalEnergies Kenya,LPG,Nairobi,41745,450,KA12G,DRV-52778,109142,43832,152974,CLERK-NAI-03
DISP-05341,LOAD-005341,2025-03-03,2025,3,OMC-006,Hashi Energy,LUB,Eldoret,50138,700,KB36F,DRV-50471,194084,50138,244222,CLERK-ELD-02
DISP-01354,LOAD-001354,2026-02-25,2026,2,OMC-012,Galana Energies,AGO,Eldoret,23498,700,KD37D,DRV-7482,95570,24674,120244,CLERK-ELD-01
DISP-00589,LOAD-000589,2025-08-09,2025,8,OMC-010,Tamoil,AGO,Eldoret,36881,700,KA85H,DRV-46358,142766,36881,179647,CLERK-ELD-02
DISP-06667,LOAD-006667,2025-10-06,2025,10,OMC-003,Rubis Energy,AGO,Mombasa (KOSF),41838,10,KA90J,DRV-72196,2314,41838,44152,CLERK-MOM-KOS-02
DISP-09291,LOAD-009291,2025-07-17,2025,7,OMC-010,Tamoil,LUB,Nairobi,49665,450,KA54G,DRV-26209,123591,49665,173256,CLERK-NAI-02
DISP-07619,LOAD-007619,2025-09-06,2025,9,OMC-020,Ethiopian Oil,HFO,Eldoret,29127,700,KA12G,DRV-33926,112751,29127,141878,CLERK-ELD-01
DISP-08354,LOAD-008354,2025-06-30,2025,6,OMC-016,KPA Marine,LPG,Eldoret,45889,700,KA40F,DRV-25387,177640,45890,223530,CLERK-ELD-03
DISP-02675,LOAD-002675,23/01/2025,2025,1,OMC-014,Texol Energies,DPK,Kisumu,37612,650,KB84G,DRV-35332,135196,37612,172808,CLERK-KIS-02
DISP-07395,LOAD-007395,2025-02-09,2025,2,OMC-003,Rubis Energy,DPK,Mombasa (KOSF),45811,10,KA52H,DRV-77766,2533,45811,48344,CLERK-MOM-KOS-01
DISP-08478,LOAD-008478,2026-04-22,2026,4,OMC-009,Dalbit Petroleum,DPK,Kisumu,49065,650,KB74F,DRV-63187,185294,51518,236812,CLERK-KIS-02
DISP-00846,LOAD-000846,2026-02-27,2026,2,OMC-005,PetroOil Kenya,LUB,Nairobi,19177,450,KC50D,DRV-3340,50141,20137,70278,CLERK-NAI-02
