loading_id,gantry_bay_id,meter_id,dispatch_id,omc_id,depot,product,physical_loaded_liters,temperature_c,density_kg_m3,loading_timestamp
LOAD-008587,BAY-08,MTR-153,DISP-08587,OMC-015,Eldoret,LUB,54327,25.7,724.3,2025-10-04 12:39:59
LOAD-001521,BAY-01,MTR-834,DISP-01521,OMC-011,Kisumu,PMS,53438,20.9,815.9,2025-02-23 21:08:35
LOAD-005794,BAY-02,MTR-559,DISP-05794,OMC-019,Nairobi,DPK,54458,23.6,769.1,2025-04-08 05:00:36
LOAD-005340,BAY-07,MTR-896,DISP-05340,OMC-010,Eldoret,PMS,27186,24.1,839.0,2025-12-23 02:04:10
LOAD-004685,BAY-12,MTR-272,DISP-04685,OMC-012,Mombasa (Kipevu),HFO,58258,30.3,810.5,2026-04-08 18:16:57
LOAD-001556,BAY-07,MTR-946,DISP-01556,OMC-014,Nairobi,LUB,47187,30.1,836.9,2025-09-19 18:14:57
LOAD-002360,BAY-02,MTR-691,DISP-02360,OMC-020,Mombasa (KOSF),HFO,25948,25.0,796.1,2025-07-24 02:14:31
LOAD-000602,BAY-04,MTR-862,DISP-00602,OMC-014,Mombasa (KOSF),PMS,33610,26.9,736.6,2025-08-27 08:08:21
LOAD-008647,BAY-02,MTR-287,DISP-08647,OMC-018,Eldoret,AGO,59160,29.9,798.8,2025-12-17 16:56:30
LOAD-007167,BAY-09,MTR-787,DISP-07167,OMC-012,Mombasa (KOSF),HFO,51577,24.0,836.1,2026-04-12 15:39:13
LOAD-002523,BAY-07,MTR-556,DISP-02523,OMC-012,Kisumu,JETA1,47185,21.4,776.3,2026-03-10 06:01:48
LOAD-007610,BAY-03,MTR-990,DISP-07610,OMC-013,Kisumu,LPG,38808,27.9,837.2,2025-03-24 15:20:09
LOAD-009621,BAY-11,MTR-790,DISP-09621,OMC-004,Nairobi,LPG,58135,24.7,818.5,2026-02-02 10:25:13
LOAD-002412,BAY-06,MTR-301,DISP-02412,OMC-017,Kisumu,LPG,58541,27.9,744.2,2025-11-18 15:18:32
LOAD-007068,BAY-03,MTR-802,DISP-07068,OMC-019,Nairobi,LPG,35717,21.5,752.8,2025-06-08 06:08:44
LOAD-004416,BAY-12,MTR-294,DISP-04416,OMC-003,Kisumu,HFO,54271,22.6,765.2,2025-08-29 14:16:25
LOAD-001734,BAY-07,MTR-884,DISP-01734,OMC-014,Mombasa (KOSF),DPK,25720,25.4,774.3,2025-05-13 20:39:41
LOAD-001426,BAY-01,MTR-824,DISP-01426,OMC-003,Nairobi,PMS,50318,28.3,829.1,2025-02-05 23:45:07
LOAD-007684,BAY-03,MTR-513,DISP-07684,OMC-002,Mombasa (KOSF),LUB,45691,21.3,731.2,2026-04-15 12:59:39
LOAD-000161,BAY-02,MTR-271,DISP-00161,OMC-018,Nairobi,AGO,32045,25.1,783.0,2025-09-06 20:49:27
LOAD-007217,BAY-01,MTR-721,DISP-07217,OMC-015,Eldoret,PMS,57505,22.7,806.6,2025-01-13 21:03:38
LOAD-007981,BAY-05,MTR-407,DISP-07981,OMC-017,Mombasa (Kipevu),AGO,38967,28.3,786.1,2026-07-01 06:52:00
LOAD-009761,BAY-09,MTR-439,DISP-09761,OMC-007,Eldoret,DPK,37728,31.9,846.1,2026-06-13 11:47:58
LOAD-001115,BAY-05,MTR-121,DISP-01115,OMC-017,Mombasa (Kipevu),HFO,25877,30.6,794.0,2025-10-30 05:17:09
LOAD-008882,BAY-05,MTR-425,DISP-08882,OMC-018,Mombasa (KOSF),DPK,39301,26.1,740.4,2025-05-15 18:39:29
LOAD-001726,BAY-04,MTR-238,DISP-01726,OMC-004,Kisumu,JETA1,45304,28.2,736.0,2026-03-23 17:25:12
LOAD-007280,BAY-08,MTR-942,DISP-07280,OMC-014,Nairobi,AGO,51755,24.5,763.8,2025-12-20 20:37:40
LOAD-002336,BAY-04,MTR-954,DISP-02336,OMC-005,Mombasa (Kipevu),DPK,52924,23.4,730.7,2026-02-14 14:36:59
LOAD-006477,BAY-02,MTR-884,DISP-06477,OMC-004,Eldoret,LPG,23071,21.8,819.2,2026-04-17 14:16:58
LOAD-003229,BAY-05,MTR-274,DISP-03229,OMC-019,Mombasa (KOSF),JETA1,29934,30.1,762.2,2025-09-29 01:47:48
LOAD-008429,BAY-12,MTR-163,DISP-08429,OMC-010,Eldoret,LPG,53498,24.9,785.5,2026-03-18 07:49:21
LOAD-006935,BAY-07,MTR-702,DISP-06935,OMC-017,Mombasa (KOSF),HFO,49217,30.8,753.4,2025-12-22 02:49:16
LOAD-005790,BAY-03,MTR-439,DISP-05790,OMC-017,Mombasa (Kipevu),JETA1,54296,27.0,796.0,2025-06-19 17:31:16
LOAD-000488,BAY-05,MTR-284,DISP-00488,OMC-015,Mombasa (Kipevu),LUB,24946,29.0,826.9,2026-01-01 20:25:12
LOAD-005269,BAY-05,MTR-402,DISP-05269,OMC-015,Nairobi,JETA1,24782,20.3,745.0,2025-03-04 16:04:23
LOAD-008813,BAY-10,MTR-116,DISP-08813,OMC-020,Kisumu,DPK,37455,29.8,758.2,2025-12-16 01:20:20
LOAD-006559,BAY-02,MTR-549,,OMC-014,Kisumu,DPK,50534,27.7,795.0,2025-08-29 13:43:49
LOAD-000079,BAY-06,MTR-459,,OMC-019,Nairobi,AGO,48108,30.4,793.6,2025-08-20 15:37:24
LOAD-001872,BAY-06,MTR-714,DISP-01872,OMC-015,Nairobi,PMS,48481,20.2,803.4,2026-02-26 14:33:35
LOAD-007548,BAY-09,MTR-446,DISP-07548,OMC-018,Kisumu,HFO,28300,27.2,790.2,2025-01-23 23:54:30
LOAD-002701,BAY-09,MTR-600,DISP-02701,OMC-011,Nairobi,AGO,55734,21.1,744.2,2025-07-14 04:44:23
LOAD-003638,BAY-12,MTR-304,DISP-03638,OMC-003,Mombasa (KOSF),PMS,44320,25.0,813.2,2025-09-22 23:50:16
LOAD-008134,BAY-02,MTR-667,DISP-08134,OMC-018,Nairobi,LPG,25101,28.2,745.3,2025-11-23 22:17:28
LOAD-005648,BAY-09,MTR-243,DISP-05648,OMC-014,Nairobi,LUB,55870,24.4,809.2,
LOAD-003013,BAY-03,MTR-751,DISP-03013,OMC-005,Mombasa (KOSF),DPK,22541,29.0,848.5,2026-02-26 03:00:38
LOAD-003288,BAY-01,MTR-408,DISP-03288,OMC-010,Nairobi,LUB,52805,26.2,770.1,2025-10-04 06:26:05
LOAD-008482,BAY-01,MTR-205,DISP-08482,OMC-001,Nairobi,DPK,21666,28.1,739.3,2025-06-26 23:54:06
LOAD-000623,BAY-04,MTR-195,DISP-00623,OMC-008,Mombasa (KOSF),LUB,45387,20.7,816.6,2025-11-09 23:08:33
LOAD-006734,BAY-08,MTR-744,DISP-06734,OMC-004,Nairobi,HFO,34313,31.5,757.2,2026-02-06 07:32:41
LOAD-003316,BAY-03,MTR-434,DISP-03316,OMC-002,Eldoret,LUB,47076,29.5,827.7,2025-09-25 06:53:10
LOAD-006994,BAY-06,MTR-399,DISP-06994,OMC-010,Eldoret,HFO,49920,31.9,768.1,2025-07-12 10:05:27
LOAD-002593,BAY-08,MTR-308,DISP-02593,OMC-020,Mombasa (KOSF),LUB,28684,29.0,760.1,2026-06-18 11:15:52
LOAD-008075,BAY-03,MTR-674,DISP-08075,OMC-007,Kisumu,JETA1,29979,26.7,760.9,2025-09-20 04:08:25
LOAD-000206,BAY-06,MTR-225,DISP-00206,OMC-003,Mombasa (Kipevu),JETA1,23679,25.5,741.8,2025-09-23 02:43:48
LOAD-009967,BAY-07,MTR-695,DISP-09967,OMC-013,Mombasa (Kipevu),PMS,31440,23.9,846.5,2025-06-12 21:28:17
LOAD-003197,BAY-02,MTR-755,DISP-03197,OMC-018,Nairobi,HFO,34973,26.2,749.5,06/11/2025
LOAD-006099,BAY-01,MTR-299,DISP-06099,OMC-003,Eldoret,PMS,57113,31.2,823.9,2025-07-30 14:53:52
LOAD-008861,BAY-02,MTR-486,,OMC-014,Nairobi,AGO,34461,23.4,790.6,2025-01-14 05:30:40
LOAD-006253,BAY-10,MTR-218,DISP-06253,OMC-010,Kisumu,LUB,47002,24.4,765.9,2025-10-05 08:09:29
LOAD-002049,BAY-12,MTR-270,DISP-02049,OMC-016,Mombasa (KOSF),LPG,50837,26.4,840.8,2025-03-29 12:09:30
LOAD-001361,BAY-05,MTR-623,DISP-01361,OMC-006,Mombasa (Kipevu),LUB,51284,30.6,812.5,2025-03-07 23:23:16
LOAD-009378,BAY-03,MTR-266,DISP-09378,OMC-006,Kisumu,LPG,35528,31.6,842.6,2025-08-24 01:11:45
LOAD-003367,BAY-10,MTR-179,DISP-03367,OMC-016,Mombasa (Kipevu),LPG,47263,23.5,738.2,2026-06-05 12:15:43
LOAD-004857,BAY-04,MTR-447,DISP-04857,OMC-017,Mombasa (Kipevu),PMS,50270,29.4,785.9,2026-03-09 04:03:53
LOAD-008203,BAY-03,MTR-243,DISP-08203,OMC-017,Mombasa (Kipevu),DPK,29978,27.3,841.7,2025-02-15 15:31:08
LOAD-003726,BAY-06,MTR-960,DISP-03726,OMC-003,Eldoret,JETA1,37499,29.0,748.0,2025-11-15 00:36:22
LOAD-004187,BAY-07,MTR-576,DISP-04187,OMC-010,Mombasa (KOSF),AGO,29311,29.3,825.6,2025-10-19 21:29:32
LOAD-003572,BAY-03,MTR-592,DISP-03572,OMC-009,Nairobi,LPG,23683,24.2,726.7,
LOAD-009663,BAY-11,MTR-609,DISP-09663,OMC-009,Mombasa (Kipevu),AGO,39543,20.3,725.9,2025-08-11 08:50:57
LOAD-003228,BAY-11,MTR-517,DISP-03228,OMC-009,Nairobi,AGO,59138,30.8,786.0,2025-04-16 04:01:32
LOAD-001728,BAY-06,MTR-891,DISP-01728,OMC-005,Mombasa (KOSF),PMS,57558,26.8,789.9,2026-04-19 11:20:37
LOAD-000576,BAY-06,MTR-112,DISP-00576,OMC-018,Nairobi,DPK,26945,25.5,728.6,2026-02-09 15:34:43
LOAD-009325,BAY-11,MTR-496,DISP-09325,OMC-017,Eldoret,AGO,45189,26.5,837.3,2025-09-27 12:04:37
LOAD-002365,BAY-10,MTR-180,DISP-02365,OMC-015,Kisumu,LPG,48991,22.4,838.9,2026-01-18 23:27:12
LOAD-004896,BAY-12,MTR-155,DISP-04896,OMC-018,Mombasa (Kipevu),AGO,42246,31.4,792.9,2025-01-12 09:41:36
LOAD-006811,BAY-04,MTR-197,DISP-06811,OMC-009,Mombasa (KOSF),LUB,45280,20.7,802.8,2025-03-03 09:36:37
LOAD-003667,BAY-08,MTR-156,,OMC-012,Nairobi,JETA1,45976,30.1,836.4,2026-02-13 11:35:01
LOAD-002720,BAY-07,MTR-286,DISP-02720,OMC-018,Kisumu,HFO,46712,23.9,762.0,2025-05-07 00:50:46
LOAD-008754,BAY-10,MTR-832,DISP-08754,OMC-020,Nairobi,LPG,31946,22.6,773.8,2026-01-21 19:05:01
LOAD-003211,BAY-07,MTR-973,DISP-03211,OMC-006,Mombasa (KOSF),AGO,42966,30.1,733.1,2025-02-13 09:10:37
LOAD-000907,BAY-02,MTR-893,DISP-00907,OMC-010,Mombasa (KOSF),HFO,48485,27.4,788.9,2025-12-05 08:28:02
LOAD-000920,BAY-05,MTR-532,DISP-00920,OMC-011,Mombasa (Kipevu),AGO,43950,28.5,837.3,2025-07-01 14:11:47
LOAD-005792,BAY-11,MTR-799,DISP-05792,OMC-011,Eldoret,HFO,59463,28.5,821.5,2025-06-25 06:55:26
LOAD-008884,BAY-03,MTR-640,DISP-08884,OMC-011,Nairobi,LPG,37109,23.2,726.9,2025-12-25 02:44:11
LOAD-009413,BAY-02,MTR-844,DISP-09413,OMC-019,Eldoret,PMS,43653,29.5,785.7,2025-03-18 09:34:31
LOAD-006149,BAY-12,MTR-162,DISP-06149,OMC-004,Mombasa (Kipevu),LUB,41100,28.7,734.2,2026-03-19 19:38:49
LOAD-004118,BAY-10,MTR-267,DISP-04118,OMC-014,Nairobi,HFO,38265,30.2,771.8,2026-06-20 12:29:41
LOAD-007059,BAY-05,MTR-248,DISP-07059,OMC-019,Nairobi,LUB,36626,20.1,789.3,2026-06-28 06:12:34
LOAD-002663,BAY-12,MTR-411,DISP-02663,OMC-006,Eldoret,DPK,52387,23.9,814.6,2026-04-25 08:37:09
LOAD-000692,BAY-06,MTR-455,DISP-00692,OMC-015,Eldoret,HFO,54192,27.4,791.0,2025-06-14 06:32:47
LOAD-007842,BAY-01,MTR-762,DISP-07842,OMC-015,Kisumu,DPK,26783,31.0,720.5,2025-12-02 17:48:35
LOAD-000414,BAY-02,MTR-733,DISP-00414,OMC-020,Mombasa (Kipevu),HFO,27676,29.1,790.2,2025-04-01 22:50:07
LOAD-003485,BAY-12,MTR-478,DISP-03485,OMC-015,Eldoret,LUB,29638,31.8,803.8,2025-03-04 19:06:10
LOAD-006011,BAY-02,MTR-101,DISP-06011,OMC-005,Eldoret,HFO,33740,20.8,804.6,2026-04-27 15:04:29
LOAD-004856,BAY-12,MTR-242,DISP-04856,OMC-004,Kisumu,AGO,54216,22.4,819.1,2026-03-13 06:46:20
LOAD-004269,BAY-04,MTR-121,DISP-04269,OMC-010,Mombasa (Kipevu),DPK,56271,24.9,776.8,2026-06-17 01:29:58
LOAD-004135,BAY-10,MTR-160,DISP-04135,OMC-019,Kisumu,LUB,22858,27.9,749.1,2025-01-22 15:05:34
LOAD-002657,BAY-01,MTR-553,DISP-02657,OMC-017,Nairobi,LUB,43955,24.7,814.8,2026-02-10 11:59:55
LOAD-002071,BAY-11,MTR-206,DISP-02071,OMC-015,Kisumu,AGO,54962,24.7,791.4,2025-08-17 00:40:01
LOAD-006410,BAY-03,MTR-300,DISP-06410,OMC-018,Nairobi,AGO,53617,31.8,770.3,2025-11-02 00:57:06
LOAD-006174,BAY-06,MTR-580,DISP-06174,OMC-018,Eldoret,DPK,39434,24.5,803.0,2026-01-15 16:15:08
LOAD-006978,BAY-02,MTR-273,DISP-06978,OMC-016,Mombasa (KOSF),DPK,56312,28.7,728.3,2026-03-14 03:57:47
LOAD-007789,BAY-01,MTR-488,DISP-07789,OMC-017,Mombasa (Kipevu),HFO,39397,22.8,761.1,
LOAD-004301,BAY-09,MTR-666,DISP-04301,OMC-011,Eldoret,LUB,42302,21.0,808.2,2025-10-23 03:02:09
LOAD-008614,BAY-02,MTR-723,DISP-08614,OMC-003,Nairobi,JETA1,35655,25.8,757.5,2025-03-01 10:22:47
LOAD-001895,BAY-10,MTR-730,DISP-01895,OMC-007,Kisumu,LUB,56102,26.1,747.0,2026-01-27 00:19:55
LOAD-001312,BAY-06,MTR-553,DISP-01312,OMC-018,Nairobi,HFO,51174,21.6,747.3,2025-07-07 03:15:49
LOAD-009333,BAY-01,MTR-481,DISP-09333,OMC-001,Mombasa (Kipevu),DPK,50989,29.3,768.2,2025-11-15 03:09:49
LOAD-003585,BAY-09,MTR-361,DISP-03585,OMC-020,Eldoret,PMS,44145,27.2,724.0,2025-08-30 17:28:24
LOAD-004131,BAY-01,MTR-690,DISP-04131,OMC-013,Nairobi,DPK,59996,21.0,744.6,2025-07-10 23:03:37
LOAD-007724,BAY-12,MTR-654,DISP-07724,OMC-008,Nairobi,HFO,49654,24.8,758.8,2025-06-24 17:41:37
LOAD-001853,BAY-04,MTR-917,DISP-01853,OMC-001,Mombasa (KOSF),JETA1,23232,29.6,843.6,2026-03-20 21:16:17
LOAD-009800,BAY-07,MTR-391,DISP-09800,OMC-020,Eldoret,DPK,54918,21.8,774.4,2025-07-25 04:00:46
LOAD-008380,BAY-12,MTR-818,,OMC-012,Eldoret,PMS,58842,26.4,791.2,2026-02-21 22:42:21
LOAD-003490,BAY-06,MTR-989,DISP-03490,OMC-015,Mombasa (Kipevu),PMS,49127,24.6,761.4,2025-12-11 06:13:43
LOAD-008020,BAY-01,MTR-498,DISP-08020,OMC-012,Kisumu,DPK,44742,31.9,720.2,2026-02-26 06:48:14
LOAD-009304,BAY-10,MTR-908,DISP-09304,OMC-002,Mombasa (Kipevu),HFO,40496,24.5,798.9,2026-05-21 07:34:42
LOAD-009268,BAY-05,MTR-575,DISP-09268,OMC-003,Kisumu,PMS,37719,31.5,838.5,2026-05-06 01:33:27
LOAD-000026,BAY-02,MTR-897,DISP-00026,OMC-015,Mombasa (Kipevu),JETA1,25903,22.1,844.5,2026-03-01 22:55:44
LOAD-008645,BAY-09,MTR-495,DISP-08645,OMC-016,Mombasa (KOSF),LPG,55891,28.8,836.8,22/11/2025
LOAD-005048,BAY-12,MTR-764,DISP-05048,OMC-019,Kisumu,PMS,20433,27.2,782.2,2025-10-18 05:32:47
LOAD-004953,BAY-07,MTR-713,DISP-04953,OMC-019,Nairobi,AGO,34182,26.4,838.5,2025-10-10 09:42:19
LOAD-007738,BAY-12,MTR-699,DISP-07738,OMC-009,Nairobi,LPG,43159,21.6,754.5,2025-11-07 12:20:11
LOAD-004844,BAY-04,MTR-784,DISP-04844,OMC-012,Mombasa (Kipevu),AGO,37830,23.9,788.2,2026-04-14 08:53:44
LOAD-003300,BAY-10,MTR-622,DISP-03300,OMC-003,Mombasa (Kipevu),LUB,51424,29.6,846.5,2025-09-30 07:52:44
LOAD-005088,BAY-03,MTR-243,DISP-05088,OMC-016,Mombasa (KOSF),LPG,20458,30.1,725.7,2026-06-07 16:06:11
LOAD-000695,BAY-08,MTR-533,DISP-00695,OMC-006,Mombasa (Kipevu),LUB,58150,23.3,761.4,2025-07-22 10:14:02
LOAD-007664,BAY-09,MTR-412,DISP-07664,OMC-015,Nairobi,HFO,35867,20.5,810.6,2025-05-17 23:01:31
LOAD-003251,BAY-07,MTR-121,DISP-03251,OMC-001,Kisumu,AGO,35643,25.0,835.4,2025-10-05 00:03:35
LOAD-001437,BAY-11,MTR-740,DISP-01437,OMC-001,Mombasa (KOSF),HFO,28330,21.1,840.0,2025-10-06 11:06:28
LOAD-009527,BAY-03,MTR-795,DISP-09527,OMC-019,Mombasa (KOSF),PMS,31372,27.7,844.9,2025-07-16 20:04:31
LOAD-009540,BAY-02,MTR-249,DISP-09540,OMC-019,Nairobi,HFO,42873,28.3,848.2,
LOAD-009319,BAY-01,MTR-443,DISP-09319,OMC-020,Nairobi,PMS,59878,31.2,818.7,2025-05-08 13:35:24
LOAD-007087,BAY-06,MTR-589,DISP-07087,OMC-011,Eldoret,DPK,30478,28.4,814.0,2025-08-06 23:35:03
LOAD-004876,BAY-12,MTR-607,DISP-04876,OMC-004,Kisumu,PMS,50441,27.7,763.8,2026-02-04 19:05:14
LOAD-002038,BAY-03,MTR-470,DISP-02038,OMC-008,Kisumu,JETA1,58151,27.3,830.8,14/09/2025
LOAD-009619,BAY-04,MTR-265,DISP-09619,OMC-014,Nairobi,DPK,53249,29.8,802.5,2025-11-19 01:48:35
LOAD-009908,BAY-02,MTR-527,DISP-09908,OMC-009,Mombasa (KOSF),LPG,31135,22.2,826.9,2025-12-11 05:07:50
LOAD-004596,BAY-12,MTR-696,DISP-04596,OMC-001,Eldoret,LUB,37932,28.4,830.7,2026-03-23 21:40:26
LOAD-008347,BAY-09,MTR-343,DISP-08347,OMC-010,Kisumu,HFO,23396,26.9,777.3,2025-03-27 23:29:26
LOAD-001306,BAY-05,MTR-332,DISP-01306,OMC-006,Mombasa (Kipevu),LPG,24797,28.3,736.0,2025-05-12 02:23:33
LOAD-003471,BAY-09,MTR-702,DISP-03471,OMC-017,Mombasa (Kipevu),PMS,34632,27.2,730.2,2025-09-02 20:51:22
LOAD-001982,BAY-03,MTR-505,DISP-01982,OMC-002,Mombasa (KOSF),LPG,50086,20.8,783.9,2025-04-13 12:05:27
LOAD-008847,BAY-09,MTR-297,DISP-08847,OMC-001,Kisumu,PMS,31626,31.7,721.6,2025-02-25 20:10:27
LOAD-008268,BAY-01,MTR-486,DISP-08268,OMC-013,Mombasa (KOSF),PMS,38747,30.2,783.2,2026-03-16 22:56:14
LOAD-006900,BAY-09,MTR-508,DISP-06900,OMC-014,Kisumu,DPK,43363,29.0,802.7,2026-06-04 21:31:27
LOAD-006619,BAY-11,MTR-732,DISP-06619,OMC-017,Mombasa (Kipevu),AGO,40841,20.7,735.9,2025-10-30 17:22:04
LOAD-005111,BAY-08,MTR-466,DISP-05111,OMC-007,Nairobi,LPG,20306,24.0,818.5,2026-06-21 15:56:29
LOAD-008938,BAY-11,MTR-775,DISP-08938,OMC-009,Kisumu,DPK,55233,28.1,774.8,2025-08-09 17:38:06
LOAD-000971,BAY-05,MTR-322,DISP-00971,OMC-010,Mombasa (Kipevu),LPG,42674,23.7,748.1,2025-08-08 21:35:59
LOAD-003360,BAY-07,MTR-768,DISP-03360,OMC-006,Nairobi,DPK,51826,22.2,756.2,2025-06-01 07:39:34
LOAD-007088,BAY-10,MTR-513,,OMC-004,Eldoret,LUB,46787,20.1,735.1,2026-04-23 23:00:14
LOAD-002437,BAY-01,MTR-265,DISP-02437,OMC-010,Mombasa (Kipevu),LUB,57271,31.6,771.2,2025-05-28 15:59:59
LOAD-006012,BAY-07,MTR-789,DISP-06012,OMC-004,Eldoret,JETA1,22526,24.8,742.3,2026-03-01 07:23:30
LOAD-003322,BAY-02,MTR-608,DISP-03322,OMC-019,Mombasa (KOSF),AGO,33333,21.3,732.5,2026-04-02 02:13:47
LOAD-007014,BAY-04,MTR-431,DISP-07014,OMC-018,Mombasa (Kipevu),LUB,32640,26.9,833.7,2026-06-13 13:53:26
LOAD-008300,BAY-08,MTR-525,DISP-08300,OMC-005,Nairobi,LUB,23327,22.1,774.0,2026-02-01 14:29:40
LOAD-002079,BAY-09,MTR-314,DISP-02079,OMC-015,Nairobi,LUB,29979,26.2,844.1,2025-12-30 20:40:54
LOAD-002023,BAY-08,MTR-843,DISP-02023,OMC-013,Kisumu,DPK,43986,22.7,831.5,2025-10-06 11:27:28
LOAD-007773,BAY-01,MTR-760,DISP-07773,OMC-011,Nairobi,LUB,40681,31.7,729.7,2025-03-25 22:04:11
LOAD-002076,BAY-08,MTR-505,DISP-02076,OMC-005,Nairobi,HFO,51038,20.6,838.2,2026-04-07 13:18:26
LOAD-007736,BAY-03,MTR-779,DISP-07736,OMC-016,Nairobi,PMS,52260,23.5,728.9,2026-02-20 21:30:09
LOAD-007531,BAY-12,MTR-847,DISP-07531,OMC-011,Kisumu,PMS,50383,22.6,741.1,2025-11-30 06:50:59
LOAD-009271,BAY-01,MTR-745,DISP-09271,OMC-014,Nairobi,DPK,39342,31.9,849.1,2025-02-15 20:22:18
LOAD-004752,BAY-02,MTR-987,DISP-04752,OMC-011,Nairobi,DPK,49348,21.7,819.6,2025-06-09 13:51:34
LOAD-008343,BAY-03,MTR-402,DISP-08343,OMC-003,Mombasa (KOSF),DPK,56152,23.5,787.1,2026-01-24 02:24:24
LOAD-009878,BAY-11,MTR-291,DISP-09878,OMC-008,Mombasa (KOSF),JETA1,48991,27.9,757.9,2025-05-25 20:24:59
LOAD-004464,BAY-04,MTR-747,DISP-04464,OMC-001,Mombasa (KOSF),LPG,45191,25.9,776.3,2026-02-21 09:33:08
LOAD-003164,BAY-04,MTR-681,DISP-03164,OMC-004,Mombasa (KOSF),LPG,31716,28.2,730.3,2026-02-14 23:28:26
LOAD-005938,BAY-06,MTR-865,DISP-05938,OMC-008,Nairobi,AGO,36472,31.4,758.3,05/08/2025
LOAD-001951,BAY-12,MTR-994,DISP-01951,OMC-016,Eldoret,DPK,54351,28.7,748.2,2025-09-28 12:23:21
LOAD-002197,BAY-06,MTR-960,DISP-02197,OMC-005,Eldoret,LUB,43742,22.5,814.0,2026-03-16 20:18:55
LOAD-007064,BAY-09,MTR-756,DISP-07064,OMC-017,Eldoret,LUB,31198,26.1,826.1,2026-03-23 14:54:16
LOAD-003558,BAY-07,MTR-506,DISP-03558,OMC-017,Mombasa (KOSF),LUB,28447,30.8,811.3,2025-07-07 17:22:47
LOAD-000882,BAY-09,MTR-567,DISP-00882,OMC-018,Nairobi,AGO,33639,28.0,764.5,2026-03-27 04:17:22
LOAD-003141,BAY-08,MTR-457,DISP-03141,OMC-009,Kisumu,LUB,53946,25.4,746.3,2025-08-06 00:54:11
LOAD-003242,BAY-06,MTR-884,DISP-03242,OMC-010,Eldoret,LPG,37141,29.8,773.0,2025-11-25 06:26:13
LOAD-002377,BAY-10,MTR-919,DISP-02377,OMC-011,Nairobi,JETA1,49233,23.9,776.0,2025-10-04 04:26:10
LOAD-001030,BAY-12,MTR-438,DISP-01030,OMC-016,Eldoret,DPK,42343,23.9,740.2,27/04/2025
LOAD-001329,BAY-05,MTR-995,DISP-01329,OMC-019,Kisumu,LPG,29921,31.1,816.9,2025-12-10 22:16:19
LOAD-009438,BAY-10,MTR-990,DISP-09438,OMC-019,Nairobi,AGO,45047,25.6,795.3,2026-04-17 18:05:55
LOAD-000863,BAY-08,MTR-470,DISP-00863,OMC-005,Mombasa (Kipevu),LPG,27366,28.1,811.5,2026-02-09 11:25:51
LOAD-001553,BAY-06,MTR-320,DISP-01553,OMC-017,Mombasa (Kipevu),LUB,31930,20.2,731.7,2026-05-12 00:12:49
LOAD-009648,BAY-07,MTR-332,DISP-09648,OMC-019,Nairobi,DPK,35258,21.9,846.6,2026-04-08 13:56:45
LOAD-000761,BAY-04,MTR-956,DISP-00761,OMC-019,Eldoret,JETA1,40813,30.9,762.7,2026-03-05 19:37:23
LOAD-006375,BAY-08,MTR-399,DISP-06375,OMC-014,Nairobi,HFO,35085,27.4,812.7,2025-12-29 05:14:43
LOAD-001416,BAY-07,MTR-519,,OMC-008,Eldoret,HFO,36873,31.0,758.3,2026-04-28 17:42:01
LOAD-009652,BAY-02,MTR-374,DISP-09652,OMC-019,Eldoret,HFO,48981,29.3,831.6,2026-01-26 18:02:19
LOAD-003224,BAY-09,MTR-816,DISP-03224,OMC-020,Kisumu,HFO,34456,24.1,838.2,2025-01-23 12:23:29
LOAD-001143,BAY-08,MTR-707,DISP-01143,OMC-004,Nairobi,LUB,30733,21.7,827.4,2026-02-22 10:10:47
LOAD-007360,BAY-12,MTR-691,DISP-07360,OMC-008,Mombasa (Kipevu),DPK,34661,24.8,730.4,28/08/2025
LOAD-007449,BAY-10,MTR-291,DISP-07449,OMC-007,Nairobi,LUB,46436,21.4,791.8,2025-01-20 16:50:30
LOAD-006211,BAY-05,MTR-794,DISP-06211,OMC-010,Mombasa (Kipevu),JETA1,37105,26.4,811.4,2025-03-02 07:19:40
LOAD-001328,BAY-10,MTR-396,DISP-01328,OMC-017,Mombasa (Kipevu),DPK,59498,27.4,792.7,14/06/2025
LOAD-001919,BAY-08,MTR-416,DISP-01919,OMC-015,Nairobi,DPK,45926,26.4,833.8,2026-05-28 12:15:40
LOAD-008657,BAY-08,MTR-564,DISP-08657,OMC-010,Eldoret,LUB,32584,23.2,734.8,2026-06-26 20:00:00
LOAD-004722,BAY-04,MTR-126,DISP-04722,OMC-013,Mombasa (KOSF),HFO,51986,31.9,770.4,2025-06-26 23:24:00
LOAD-002009,BAY-09,MTR-622,DISP-02009,OMC-010,Kisumu,LUB,36058,23.7,732.7,2025-02-02 18:28:10
LOAD-003833,BAY-11,MTR-453,DISP-03833,OMC-002,Eldoret,LPG,30950,25.9,730.7,2025-05-13 12:58:36
LOAD-007675,BAY-11,MTR-892,DISP-07675,OMC-007,Mombasa (KOSF),LUB,52566,25.5,786.1,2025-01-28 10:54:52
LOAD-003208,BAY-04,MTR-945,DISP-03208,OMC-015,Nairobi,LUB,48663,22.4,788.2,2025-11-01 19:17:31
LOAD-002900,BAY-06,MTR-485,DISP-02900,OMC-020,Nairobi,PMS,30267,25.7,721.1,2025-07-15 09:58:37
LOAD-006641,BAY-10,MTR-322,DISP-06641,OMC-007,Mombasa (Kipevu),AGO,49148,27.8,755.3,29/04/2026
