attendance_id,beneficiary_id,officer_id,pillar_id,period,attendance_date,verified_at,eligible_amount_kes,status
ATT-000019,BEN-0002,OFF-009,Scholarship,2025-07,2025-07-10,2025-07-11 00:00:00,15000,Verified
ATT-002154,BEN-0181,OFF-013,Tech,2025-04,2025-04-18,2025-04-18 00:00:00,12000,Verified
ATT-002085,BEN-0175,OFF-002,Vocational,2025-03,2025-03-24,2025-03-26 00:00:00,10000,Verified
ATT-001146,BEN-0094,OFF-006,Plus,2025-03,2025-03-23,2025-03-23 00:00:00,8000,Verified
ATT-000869,BEN-0072,OFF-001,Vocational,2026-05,2026-05-11,2026-05-12 00:00:00,10000,Verified
ATT-001262,BEN-0104,OFF-007,Plus,2025-06,2025-06-15,2025-06-17 00:00:00,8000,Verified
ATT-000654,BEN-0053,OFF-001,Plus,2025-05,2025-05-20,2025-05-22 00:00:00,8000,Verified
ATT-001022,BEN-0084,OFF-008,Scholarship,2025-12,2025-12-14,2025-12-15 00:00:00,15000,Verified
ATT-001485,BEN-0123,OFF-012,Tech,2025-12,22/12/2025,2025-12-24 00:00:00,12000,Verified
ATT-001455,BEN-0120,OFF-015,Plus,2025-11,2025-11-11,2025-11-13 00:00:00,8000,Verified
ATT-001811,BEN-0151,OFF-013,Vocational,2025-04,2025-04-25,2025-04-27 00:00:00,10000,Verified
ATT-001052,BEN-0086,OFF-004,Plus,2025-08,2025-08-04,2025-08-05 00:00:00,8000,Verified
ATT-000175,BEN-0015,OFF-012,Vocational,2026-03,2026-03-15,2026-03-17 00:00:00,10000,Verified
ATT-001029,BEN-0084,OFF-008,Scholarship,2026-03,2026-03-07,2026-03-07 00:00:00,15000,Verified
ATT-001940,BEN-0163,OFF-006,Scholarship,2026-02,2026-02-01,2026-02-02 00:00:00,15000,Verified
ATT-000732,BEN-0061,OFF-008,Scholarship,2026-03,2026-03-18,2026-03-19 00:00:00,15000,Verified
ATT-000542,BEN-0043,OFF-008,Scholarship,2026-03,2026-03-23,2026-03-23 00:00:00,15000,Verified
ATT-001820,BEN-0151,OFF-013,Vocational,2025-11,2025-11-26,2025-11-26 00:00:00,10000,Verified
ATT-000044,BEN-0004,OFF-001,Plus,2026-02,2026-02-19,2026-02-21 00:00:00,8000,Verified
ATT-000737,BEN-0061,OFF-008,Scholarship,2026-05,2026-05-14,2026-05-14 00:00:00,15000,Verified
ATT-002326,BEN-0194,OFF-012,Plus,2025-10,2025-10-13,2025-10-15 00:00:00,8000,Verified
ATT-002114,BEN-0177,OFF-002,Scholarship,2025-05,11/05/2025,2025-05-13 00:00:00,15000,Verified
ATT-000386,BEN-0031,OFF-008,Vocational,2025-02,2025-02-28,2025-03-02 00:00:00,10000,Verified
ATT-001251,BEN-0103,OFF-009,Plus,2025-06,2025-06-15,2025-06-16 00:00:00,8000,Verified
ATT-000841,BEN-0070,OFF-008,Scholarship,2025-01,2025-01-11,2025-01-13 00:00:00,15000,Verified
ATT-001993,BEN-0168,OFF-013,Scholarship,2025-01,2025-01-08,2025-01-09 00:00:00,15000,Verified
ATT-000094,BEN-0008,OFF-015,Plus,2026-02,,2026-02-20 00:00:00,8000,Verified
ATT-001514,BEN-0125,OFF-014,Vocational,2025-03,2025-03-06,2025-03-08 00:00:00,10000,Verified
ATT-001859,BEN-0155,OFF-004,Vocational,2026-06,2026-06-06,2026-06-07 00:00:00,10000,Verified
ATT-000500,BEN-0040,OFF-014,Scholarship,2025-04,2025-04-26,2025-04-27 00:00:00,15000,Verified
ATT-002303,BEN-0193,OFF-010,Tech,2026-04,2026-04-18,2026-04-18 00:00:00,12000,Verified
ATT-001662,BEN-0137,OFF-002,Vocational,2025-12,2025-12-16,2025-12-17 00:00:00,10000,Verified
ATT-001720,BEN-0143,OFF-012,Scholarship,2026-04,2026-04-18,2026-04-18 00:00:00,15000,Verified
ATT-001605,BEN-0132,OFF-009,Scholarship,2025-09,2025-09-04,2025-09-04 00:00:00,15000,Verified
ATT-000364,BEN-0030,OFF-011,Scholarship,2025-09,2025-09-15,2025-09-16 00:00:00,15000,Verified
ATT-000163,BEN-0013,OFF-006,Tech,2025-02,2025-02-18,2025-02-20 00:00:00,12000,Verified
ATT-002317,BEN-0194,OFF-012,Plus,2025-04,2025-04-02,2025-04-02 00:00:00,8000,Verified
ATT-002368,BEN-0198,OFF-011,Vocational,2026-02,2026-02-06,2026-02-06 00:00:00,10000,Verified
ATT-001198,BEN-0099,OFF-004,Scholarship,2025-06,2025-06-09,2025-06-10 00:00:00,15000,Verified
ATT-001657,BEN-0137,OFF-002,Vocational,2025-02,2025-02-14,2025-02-16 00:00:00,10000,Verified
ATT-002351,BEN-0196,OFF-004,Vocational,2026-01,26/01/2026,2026-01-26 00:00:00,10000,Verified
ATT-002153,BEN-0181,OFF-013,Tech,2026-01,2026-01-13,2026-01-13 00:00:00,12000,Verified
ATT-001424,BEN-0117,OFF-005,Vocational,2026-01,2026-01-05,2026-01-06 00:00:00,10000,Verified
ATT-002267,BEN-0190,OFF-004,Plus,2025-02,2025-02-04,2025-02-04 00:00:00,8000,Verified
ATT-000682,BEN-0056,OFF-005,Plus,2026-03,2026-03-24,2026-03-26 00:00:00,8000,Verified
ATT-001345,BEN-0111,OFF-002,Scholarship,2026-02,2026-02-21,2026-02-21 00:00:00,15000,Verified
ATT-000251,BEN-0021,OFF-004,Vocational,2026-04,11/04/2026,2026-04-12 00:00:00,10000,Verified
ATT-000089,BEN-0008,OFF-015,Plus,2025-12,2025-12-10,2025-12-11 00:00:00,8000,Verified
ATT-002198,BEN-0185,OFF-013,Tech,2026-01,2026-01-13,2026-01-15 00:00:00,12000,Verified
ATT-001094,BEN-0090,OFF-001,Vocational,2025-08,2025-08-16,2025-08-18 00:00:00,10000,Verified
ATT-001943,BEN-0163,OFF-006,Scholarship,2025-06,2025-06-04,2025-06-04 00:00:00,15000,Verified
ATT-002178,BEN-0183,OFF-014,Scholarship,2025-02,,2025-02-27 00:00:00,15000,Verified
ATT-001381,BEN-0114,OFF-006,Scholarship,2025-09,2025-09-05,2025-09-05 00:00:00,15000,Verified
ATT-001620,BEN-0133,OFF-007,Scholarship,2026-01,2026-01-25,2026-01-25 00:00:00,15000,Verified
ATT-000777,BEN-0064,OFF-001,Tech,2026-04,2026-04-24,2026-04-26 00:00:00,12000,Verified
ATT-000954,BEN-0079,OFF-002,Plus,2025-05,,2025-05-20 00:00:00,8000,Verified
ATT-001902,BEN-0158,OFF-014,Scholarship,2026-05,2026-05-25,2026-05-27 00:00:00,15000,Verified
ATT-001489,BEN-0123,OFF-012,Tech,2026-06,2026-06-06,2026-06-06 00:00:00,12000,Verified
ATT-000328,BEN-0026,OFF-007,Tech,2025-01,2025-01-05,2025-01-07 00:00:00,12000,Verified
ATT-002276,BEN-0191,OFF-012,Vocational,2025-12,,2025-12-28 00:00:00,10000,Verified
ATT-001860,BEN-0155,OFF-004,Vocational,2025-07,2025-07-03,2025-07-03 00:00:00,10000,Verified
ATT-001300,BEN-0107,OFF-002,Plus,2025-11,2025-11-15,2025-11-16 00:00:00,8000,Verified
ATT-000468,BEN-0038,OFF-012,Plus,2026-05,2026-05-24,2026-05-24 00:00:00,8000,Verified
ATT-001001,BEN-0082,OFF-014,Vocational,2025-07,2025-07-22,2025-07-22 00:00:00,10000,Verified
ATT-001509,BEN-0124,OFF-012,Scholarship,2026-02,2026-02-22,2026-02-23 00:00:00,15000,Verified
ATT-001538,BEN-0127,OFF-012,Vocational,2026-02,04/02/2026,2026-02-06 00:00:00,10000,Verified
ATT-000812,BEN-0068,OFF-006,Tech,2025-07,2025-07-21,2025-07-23 00:00:00,12000,Verified
ATT-001604,BEN-0132,OFF-009,Scholarship,2025-10,2025-10-16,2025-10-16 00:00:00,15000,Verified
ATT-000304,BEN-0025,OFF-009,Plus,2025-07,2025-07-07,2025-07-09 00:00:00,8000,Verified
ATT-001323,BEN-0109,OFF-006,Tech,2025-03,2025-03-22,2025-03-22 00:00:00,12000,Verified
ATT-000007,BEN-0001,OFF-008,Tech,2025-03,2025-03-07,2025-03-08 00:00:00,12000,Verified
ATT-001643,BEN-0136,OFF-008,Vocational,2025-02,05/02/2025,2025-02-07 00:00:00,10000,Verified
ATT-000719,BEN-0060,OFF-012,Plus,2025-02,2025-02-21,2025-02-23 00:00:00,8000,Verified
ATT-001145,BEN-0094,OFF-006,Plus,2026-03,2026-03-05,2026-03-05 00:00:00,8000,Verified
ATT-002350,BEN-0196,OFF-004,Vocational,2025-02,,2025-02-17 00:00:00,10000,Verified
ATT-000992,BEN-0082,OFF-014,Vocational,2025-11,2025-11-05,2025-11-05 00:00:00,10000,Verified
ATT-000605,BEN-0048,OFF-006,Tech,2025-10,2025-10-11,2025-10-13 00:00:00,12000,Verified
ATT-001215,BEN-0100,OFF-001,Plus,2026-06,2026-06-11,2026-06-11 00:00:00,8000,Verified
ATT-001738,BEN-0145,OFF-001,Vocational,2025-12,2025-12-16,2025-12-17 00:00:00,10000,Verified
ATT-001092,BEN-0090,OFF-001,Vocational,2025-01,2025-01-11,2025-01-12 00:00:00,10000,Verified
ATT-000731,BEN-0061,OFF-008,Scholarship,2026-04,2026-04-01,2026-04-02 00:00:00,15000,Verified
ATT-001708,BEN-0142,OFF-007,Tech,2025-11,2025-11-19,2025-11-20 00:00:00,12000,Verified
ATT-002109,BEN-0177,OFF-002,Scholarship,2026-01,2026-01-19,2026-01-20 00:00:00,15000,Verified
ATT-002010,BEN-0169,OFF-008,Vocational,2026-01,2026-01-07,2026-01-07 00:00:00,10000,Verified
ATT-001019,BEN-0084,OFF-008,Scholarship,2025-04,2025-04-19,2025-04-19 00:00:00,15000,Verified
ATT-000620,BEN-0049,OFF-008,Scholarship,2025-10,2025-10-19,2025-10-21 00:00:00,15000,Verified
ATT-002318,BEN-0194,OFF-012,Plus,2025-11,2025-11-17,2025-11-17 00:00:00,8000,Verified
ATT-000768,BEN-0064,OFF-001,Tech,2025-05,2025-05-17,2025-05-17 00:00:00,12000,Verified
ATT-001632,BEN-0135,OFF-007,Vocational,2026-05,2026-05-21,2026-05-23 00:00:00,10000,Verified
ATT-001386,BEN-0114,OFF-006,Scholarship,2025-08,2025-08-07,2025-08-07 00:00:00,15000,Verified
ATT-001669,BEN-0138,OFF-009,Scholarship,2025-07,2025-07-23,2025-07-24 00:00:00,15000,Verified
ATT-000639,BEN-0052,OFF-006,Vocational,2025-12,2025-12-04,2025-12-05 00:00:00,10000,Verified
ATT-000502,BEN-0040,OFF-014,Scholarship,2025-05,26/05/2025,2025-05-27 00:00:00,15000,Verified
ATT-001551,BEN-0128,OFF-003,Tech,2026-03,2026-03-28,2026-03-30 00:00:00,12000,Verified
ATT-001741,BEN-0145,OFF-001,Vocational,2025-08,13/08/2025,2025-08-14 00:00:00,10000,Verified
ATT-001496,BEN-0123,OFF-012,Tech,2025-07,,2025-07-07 00:00:00,12000,Verified
ATT-000236,BEN-0020,OFF-002,Plus,2026-04,2026-04-27,2026-04-28 00:00:00,8000,Verified
ATT-000462,BEN-0037,OFF-007,Plus,2026-02,2026-02-14,2026-02-16 00:00:00,8000,Verified
ATT-001139,BEN-0094,OFF-006,Plus,2025-01,2025-01-08,2025-01-09 00:00:00,8000,Verified
ATT-000540,BEN-0043,OFF-008,Scholarship,2026-02,2026-02-24,2026-02-25 00:00:00,15000,Verified
ATT-002168,BEN-0182,OFF-004,Plus,2025-12,2025-12-13,2025-12-15 00:00:00,8000,Verified
ATT-000059,BEN-0005,OFF-004,Scholarship,2025-02,2025-02-05,2025-02-06 00:00:00,15000,Verified
ATT-001032,BEN-0084,OFF-008,Scholarship,2025-05,2025-05-19,2025-05-19 00:00:00,15000,Verified
ATT-001801,BEN-0150,OFF-010,Vocational,2025-11,2025-11-03,2025-11-03 00:00:00,10000,Verified
ATT-000032,BEN-0003,OFF-005,Tech,2025-07,2025-07-26,2025-07-28 00:00:00,12000,Verified
ATT-000154,BEN-0012,OFF-007,Plus,2025-04,2025-04-10,2025-04-11 00:00:00,8000,Verified
ATT-001640,BEN-0135,OFF-007,Vocational,2025-05,2025-05-24,2025-05-25 00:00:00,10000,Verified
ATT-001136,BEN-0094,OFF-006,Plus,2025-06,2025-06-05,2025-06-07 00:00:00,8000,Verified
ATT-000342,BEN-0027,OFF-004,Plus,2025-09,2025-09-12,2025-09-12 00:00:00,8000,Verified
ATT-001626,BEN-0134,OFF-003,Scholarship,2026-01,2026-01-11,2026-01-12 00:00:00,15000,Verified
ATT-001834,BEN-0153,OFF-010,Vocational,2025-11,2025-11-27,2025-11-28 00:00:00,10000,Verified
ATT-002089,BEN-0175,OFF-002,Vocational,2025-08,2025-08-23,2025-08-24 00:00:00,10000,Verified
ATT-000760,BEN-0063,OFF-007,Tech,2025-05,2025-05-20,2025-05-20 00:00:00,12000,Verified
ATT-000704,BEN-0058,OFF-015,Plus,2025-06,2025-06-15,2025-06-17 00:00:00,8000,Verified
ATT-001728,BEN-0144,OFF-011,Scholarship,2025-04,2025-04-05,2025-04-06 00:00:00,15000,Verified
ATT-000444,BEN-0036,OFF-012,Plus,2025-09,2025-09-05,2025-09-05 00:00:00,8000,Verified
ATT-000361,BEN-0029,OFF-006,Vocational,2025-07,2025-07-03,2025-07-05 00:00:00,10000,Verified
ATT-002082,BEN-0175,OFF-002,Vocational,2026-04,2026-04-10,2026-04-11 00:00:00,10000,Verified
ATT-002016,BEN-0169,OFF-008,Vocational,2025-03,,2025-03-28 00:00:00,10000,Verified
ATT-000075,BEN-0007,OFF-015,Vocational,2025-07,2025-07-28,2025-07-30 00:00:00,10000,Verified
ATT-000594,BEN-0047,OFF-008,Scholarship,2025-05,2025-05-13,2025-05-13 00:00:00,15000,Verified
ATT-000138,BEN-0011,OFF-001,Plus,2026-05,2026-05-09,2026-05-10 00:00:00,8000,Verified
ATT-001800,BEN-0150,OFF-010,Vocational,2025-02,2025-02-04,2025-02-05 00:00:00,10000,Verified
ATT-000757,BEN-0063,OFF-007,Tech,2026-04,2026-04-17,2026-04-17 00:00:00,12000,Verified
ATT-001327,BEN-0109,OFF-006,Tech,2025-12,2025-12-04,2025-12-04 00:00:00,12000,Verified
ATT-000506,BEN-0041,OFF-007,Plus,2025-07,2025-07-05,2025-07-06 00:00:00,8000,Verified
ATT-000334,BEN-0027,OFF-004,Plus,2026-04,2026-04-11,2026-04-11 00:00:00,8000,Verified
ATT-000218,BEN-0018,OFF-008,Tech,2026-06,2026-06-26,2026-06-27 00:00:00,12000,Verified
ATT-002068,BEN-0173,OFF-003,Tech,2026-05,2026-05-24,2026-05-24 00:00:00,12000,Verified
ATT-002096,BEN-0175,OFF-002,Vocational,2025-01,2025-01-03,2025-01-04 00:00:00,10000,Verified
ATT-001994,BEN-0168,OFF-013,Scholarship,2025-07,2025-07-22,2025-07-23 00:00:00,15000,Verified
ATT-000318,BEN-0026,OFF-007,Tech,2026-03,2026-03-18,2026-03-20 00:00:00,12000,Verified
ATT-002079,BEN-0174,OFF-002,Plus,2025-04,2025-04-11,2025-04-12 00:00:00,8000,Verified
ATT-000166,BEN-0014,OFF-013,Scholarship,2025-05,2025-05-12,2025-05-14 00:00:00,15000,Verified
ATT-000573,BEN-0045,OFF-014,Scholarship,2025-05,2025-05-15,2025-05-17 00:00:00,15000,Verified
ATT-001803,BEN-0150,OFF-010,Vocational,2026-02,2026-02-04,2026-02-05 00:00:00,10000,Verified
ATT-001552,BEN-0128,OFF-003,Tech,2026-04,2026-04-24,2026-04-26 00:00:00,12000,Verified
ATT-001105,BEN-0091,OFF-003,Tech,2025-12,2025-12-18,2025-12-19 00:00:00,12000,Verified
ATT-000160,BEN-0013,OFF-006,Tech,2025-09,2025-09-08,2025-09-10 00:00:00,12000,Verified
ATT-002163,BEN-0181,OFF-013,Tech,2025-06,2025-06-09,2025-06-10 00:00:00,12000,Verified
ATT-001226,BEN-0101,OFF-004,Scholarship,2026-02,2026-02-24,2026-02-26 00:00:00,15000,Verified
ATT-000632,BEN-0051,OFF-010,Vocational,2025-10,19/10/2025,2025-10-20 00:00:00,10000,Verified
ATT-002148,BEN-0181,OFF-013,Tech,2025-11,2025-11-23,2025-11-23 00:00:00,12000,Verified
ATT-002028,BEN-0170,OFF-006,Plus,2025-12,2025-12-05,2025-12-06 00:00:00,8000,Verified
ATT-000252,BEN-0021,OFF-004,Vocational,2025-12,2025-12-06,2025-12-08 00:00:00,10000,Verified
ATT-001530,BEN-0126,OFF-013,Vocational,2025-02,2025-02-05,2025-02-06 00:00:00,10000,Verified
ATT-000575,BEN-0045,OFF-014,Scholarship,2026-02,2026-02-09,2026-02-09 00:00:00,15000,Verified
ATT-000628,BEN-0051,OFF-010,Vocational,2025-01,2025-01-27,2025-01-27 00:00:00,10000,Verified
ATT-000616,BEN-0049,OFF-008,Scholarship,2025-04,2025-04-03,2025-04-04 00:00:00,15000,Verified
ATT-000766,BEN-0064,OFF-001,Tech,2025-02,2025-02-14,2025-02-15 00:00:00,12000,Verified
ATT-002343,BEN-0195,OFF-002,Scholarship,2025-09,2025-09-02,2025-09-02 00:00:00,15000,Verified
ATT-001223,BEN-0101,OFF-004,Scholarship,2025-02,2025-02-17,2025-02-19 00:00:00,15000,Verified
ATT-001474,BEN-0122,OFF-005,Vocational,2025-08,2025-08-02,2025-08-03 00:00:00,10000,Verified
ATT-002361,BEN-0197,OFF-006,Plus,2026-04,2026-04-16,2026-04-16 00:00:00,8000,Verified
ATT-000316,BEN-0025,OFF-009,Plus,2025-06,2025-06-20,2025-06-21 00:00:00,8000,Verified
ATT-000911,BEN-0075,OFF-012,Scholarship,2025-12,2025-12-15,2025-12-17 00:00:00,15000,Verified
ATT-001026,BEN-0084,OFF-008,Scholarship,2026-04,2026-04-16,2026-04-18 00:00:00,15000,Verified
ATT-000957,BEN-0079,OFF-002,Plus,2026-04,2026-04-26,2026-04-26 00:00:00,8000,Verified
ATT-002392,BEN-0199,OFF-012,Tech,2025-07,2025-07-26,2025-07-28 00:00:00,12000,Verified
ATT-001398,BEN-0116,OFF-002,Plus,2026-05,2026-05-05,2026-05-07 00:00:00,8000,Verified
ATT-000565,BEN-0045,OFF-014,Scholarship,2025-12,2025-12-11,2025-12-12 00:00:00,15000,Verified
ATT-000782,BEN-0065,OFF-002,Plus,2025-06,2025-06-10,2025-06-10 00:00:00,8000,Verified
ATT-000509,BEN-0041,OFF-007,Plus,2025-02,,2025-02-18 00:00:00,8000,Verified
ATT-000720,BEN-0060,OFF-012,Plus,2025-10,2025-10-27,2025-10-27 00:00:00,8000,Verified
ATT-000677,BEN-0055,OFF-015,Tech,2025-03,2025-03-08,2025-03-10 00:00:00,12000,Verified
ATT-001946,BEN-0163,OFF-006,Scholarship,2025-07,2025-07-23,2025-07-24 00:00:00,15000,Verified
ATT-001505,BEN-0124,OFF-012,Scholarship,2025-06,2025-06-19,2025-06-21 00:00:00,15000,Verified
ATT-001807,BEN-0150,OFF-010,Vocational,2026-06,2026-06-11,2026-06-13 00:00:00,10000,Verified
ATT-001962,BEN-0165,OFF-008,Tech,2026-06,2026-06-24,2026-06-25 00:00:00,12000,Verified
ATT-000577,BEN-0046,OFF-012,Tech,2025-11,2025-11-07,2025-11-08 00:00:00,12000,Verified
ATT-000098,BEN-0008,OFF-015,Plus,2025-07,2025-07-10,2025-07-12 00:00:00,8000,Verified
ATT-000167,BEN-0014,OFF-013,Scholarship,2025-10,2025-10-26,2025-10-27 00:00:00,15000,Verified
ATT-000795,BEN-0067,OFF-015,Scholarship,2026-05,,2026-05-12 00:00:00,15000,Verified
ATT-000903,BEN-0075,OFF-012,Scholarship,2025-05,2025-05-10,2025-05-10 00:00:00,15000,Verified
ATT-000360,BEN-0029,OFF-006,Vocational,2025-05,2025-05-27,2025-05-27 00:00:00,10000,Verified
ATT-001531,BEN-0126,OFF-013,Vocational,2025-03,2025-03-27,2025-03-27 00:00:00,10000,Verified
ATT-001065,BEN-0087,OFF-014,Plus,2025-02,2025-02-09,2025-02-11 00:00:00,8000,Verified
ATT-000479,BEN-0039,OFF-006,Vocational,2026-01,2026-01-11,2026-01-11 00:00:00,10000,Verified
ATT-000698,BEN-0058,OFF-015,Plus,2025-01,2025-01-02,2025-01-03 00:00:00,8000,Verified
ATT-002254,BEN-0189,OFF-002,Tech,2026-01,2026-01-26,2026-01-28 00:00:00,12000,Verified
ATT-000428,BEN-0035,OFF-008,Plus,2025-11,2025-11-25,2025-11-27 00:00:00,8000,Verified
ATT-001954,BEN-0164,OFF-005,Scholarship,2025-01,2025-01-14,2025-01-16 00:00:00,15000,Verified
ATT-001244,BEN-0103,OFF-009,Plus,2025-02,2025-02-24,2025-02-25 00:00:00,8000,Verified
ATT-001074,BEN-0088,OFF-002,Scholarship,2026-01,2026-01-08,2026-01-08 00:00:00,15000,Verified
ATT-000834,BEN-0070,OFF-008,Scholarship,2025-05,2025-05-16,2025-05-18 00:00:00,15000,Verified
ATT-001190,BEN-0098,OFF-015,Vocational,2026-04,2026-04-05,2026-04-07 00:00:00,10000,Verified
ATT-000238,BEN-0020,OFF-002,Plus,2026-03,2026-03-07,2026-03-07 00:00:00,8000,Verified
ATT-000168,BEN-0014,OFF-013,Scholarship,2025-12,2025-12-13,2025-12-15 00:00:00,15000,Verified
ATT-001676,BEN-0139,OFF-003,Vocational,2025-08,2025-08-25,2025-08-26 00:00:00,10000,Verified
ATT-000996,BEN-0082,OFF-014,Vocational,2026-04,2026-04-10,2026-04-10 00:00:00,10000,Verified
ATT-002241,BEN-0188,OFF-005,Scholarship,2025-04,2025-04-19,2025-04-20 00:00:00,15000,Verified
ATT-001030,BEN-0084,OFF-008,Scholarship,2025-03,2025-03-24,2025-03-24 00:00:00,15000,Verified
ATT-000158,BEN-0013,OFF-006,Tech,2026-03,2026-03-23,2026-03-25 00:00:00,12000,Verified
ATT-002165,BEN-0182,OFF-004,Plus,2025-05,2025-05-28,2025-05-29 00:00:00,8000,Verified
ATT-002328,BEN-0194,OFF-012,Plus,2026-01,2026-01-28,2026-01-30 00:00:00,8000,Verified
ATT-002060,BEN-0173,OFF-003,Tech,2025-10,24/10/2025,2025-10-24 00:00:00,12000,Verified
ATT-002200,BEN-0185,OFF-013,Tech,2025-03,2025-03-04,2025-03-04 00:00:00,12000,Verified
ATT-000078,BEN-0007,OFF-015,Vocational,2025-09,23/09/2025,2025-09-23 00:00:00,10000,Verified
ATT-000081,BEN-0007,OFF-015,Vocational,2025-02,2025-02-28,2025-03-02 00:00:00,10000,Verified
ATT-000998,BEN-0082,OFF-014,Vocational,2025-06,2025-06-18,2025-06-20 00:00:00,10000,Verified
ATT-001123,BEN-0092,OFF-008,Scholarship,2025-12,2025-12-06,2025-12-07 00:00:00,15000,Verified
ATT-000243,BEN-0021,OFF-004,Vocational,2025-09,2025-09-26,2025-09-27 00:00:00,10000,Verified
ATT-000965,BEN-0079,OFF-002,Plus,2025-01,2025-01-02,2025-01-04 00:00:00,8000,Verified
ATT-001561,BEN-0128,OFF-003,Tech,2025-07,2025-07-02,2025-07-03 00:00:00,12000,Verified
ATT-002189,BEN-0184,OFF-003,Tech,2025-02,2025-02-16,2025-02-18 00:00:00,12000,Verified
ATT-002404,BEN-0200,OFF-011,Vocational,2025-11,2025-11-15,2025-11-17 00:00:00,10000,Verified
ATT-001986,BEN-0167,OFF-013,Plus,2025-04,2025-04-14,2025-04-14 00:00:00,8000,Verified
ATT-000880,BEN-0073,OFF-015,Scholarship,2025-03,2025-03-03,2025-03-05 00:00:00,15000,Verified
ATT-001798,BEN-0150,OFF-010,Vocational,2026-01,2026-01-06,2026-01-06 00:00:00,10000,Verified
ATT-000323,BEN-0026,OFF-007,Tech,2025-12,2025-12-14,2025-12-16 00:00:00,12000,Verified
ATT-001634,BEN-0135,OFF-007,Vocational,2026-02,2026-02-08,2026-02-09 00:00:00,10000,Verified
ATT-000747,BEN-0062,OFF-014,Tech,2026-05,2026-05-27,2026-05-28 00:00:00,12000,Verified
ATT-002261,BEN-0190,OFF-004,Plus,2025-06,2025-06-14,2025-06-16 00:00:00,8000,Verified
ATT-001229,BEN-0101,OFF-004,Scholarship,2026-03,2026-03-26,2026-03-28 00:00:00,15000,Verified
ATT-000290,BEN-0024,OFF-014,Plus,2026-04,2026-04-06,2026-04-06 00:00:00,8000,Verified
ATT-001378,BEN-0114,OFF-006,Scholarship,2025-12,2025-12-20,2025-12-20 00:00:00,15000,Verified
ATT-000797,BEN-0067,OFF-015,Scholarship,2026-01,2026-01-28,2026-01-29 00:00:00,15000,Verified
ATT-000815,BEN-0068,OFF-006,Tech,2025-10,2025-10-04,2025-10-06 00:00:00,12000,Verified
ATT-000022,BEN-0002,OFF-009,Scholarship,2025-12,2025-12-23,2025-12-24 00:00:00,15000,Verified
ATT-000260,BEN-0022,OFF-008,Scholarship,2025-03,2025-03-02,2025-03-02 00:00:00,15000,Verified
ATT-002007,BEN-0169,OFF-008,Vocational,2025-10,2025-10-05,2025-10-05 00:00:00,10000,Verified
ATT-002289,BEN-0192,OFF-003,Plus,2025-02,2025-02-13,2025-02-15 00:00:00,8000,Verified
ATT-000300,BEN-0024,OFF-014,Plus,2025-11,2025-11-17,2025-11-18 00:00:00,8000,Verified
ATT-001443,BEN-0119,OFF-010,Scholarship,2025-10,2025-10-19,2025-10-21 00:00:00,15000,Verified
ATT-001385,BEN-0114,OFF-006,Scholarship,2025-07,15/07/2025,2025-07-15 00:00:00,15000,Verified
ATT-002134,BEN-0180,OFF-010,Scholarship,2026-04,2026-04-26,2026-04-28 00:00:00,15000,Verified
ATT-001060,BEN-0087,OFF-014,Plus,2026-04,2026-04-15,2026-04-17 00:00:00,8000,Verified
ATT-000246,BEN-0021,OFF-004,Vocational,2025-08,2025-08-14,2025-08-16 00:00:00,10000,Verified
ATT-000488,BEN-0039,OFF-006,Vocational,2025-08,2025-08-14,2025-08-16 00:00:00,10000,Verified
ATT-001117,BEN-0092,OFF-008,Scholarship,2026-02,2026-02-19,2026-02-19 00:00:00,15000,Verified
ATT-002294,BEN-0192,OFF-003,Plus,2025-05,2025-05-20,2025-05-22 00:00:00,8000,Verified
ATT-000382,BEN-0031,OFF-008,Vocational,2025-09,2025-09-12,2025-09-13 00:00:00,10000,Verified
ATT-000433,BEN-0035,OFF-008,Plus,2025-07,,2025-07-19 00:00:00,8000,Verified
ATT-000539,BEN-0043,OFF-008,Scholarship,2026-01,2026-01-28,2026-01-28 00:00:00,15000,Verified
ATT-001460,BEN-0121,OFF-013,Plus,2026-02,2026-02-14,2026-02-14 00:00:00,8000,Verified
ATT-000725,BEN-0060,OFF-012,Plus,2026-05,2026-05-16,2026-05-18 00:00:00,8000,Verified
ATT-001160,BEN-0096,OFF-005,Plus,2026-02,2026-02-09,2026-02-10 00:00:00,8000,Verified
ATT-000655,BEN-0053,OFF-001,Plus,2025-03,2025-03-18,2025-03-20 00:00:00,8000,Verified
ATT-002279,BEN-0191,OFF-012,Vocational,2026-01,2026-01-20,2026-01-21 00:00:00,10000,Verified
ATT-002157,BEN-0181,OFF-013,Tech,2026-02,2026-02-17,2026-02-18 00:00:00,12000,Verified
ATT-000080,BEN-0007,OFF-015,Vocational,2026-05,2026-05-08,2026-05-09 00:00:00,10000,Verified
ATT-000714,BEN-0059,OFF-013,Vocational,2025-07,2025-07-17,2025-07-17 00:00:00,10000,Verified
ATT-000206,BEN-0017,OFF-007,Scholarship,2026-04,2026-04-23,2026-04-25 00:00:00,15000,Verified
ATT-001147,BEN-0095,OFF-011,Tech,2025-04,2025-04-03,2025-04-04 00:00:00,12000,Verified
ATT-001155,BEN-0095,OFF-011,Tech,2025-05,2025-05-20,2025-05-22 00:00:00,12000,Verified
ATT-001988,BEN-0167,OFF-013,Plus,2025-01,2025-01-21,2025-01-23 00:00:00,8000,Verified
